# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 24 09:34:30 2018
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
loc_rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec
2731,8753657,K00321.02,CONFIRMED,4.623344910,132.3708300,3.01890,6.2000e+01,0.77,1050.0,287.25,25.20,5678.00,4.484,0.9700,291.848050,44.968220
2732,8948424,K00322.01,FALSE POSITIVE,5.888835386,173.5828630,3.79880,1.9466e+04,584.67,1008.0,243.87,208.20,5780.00,4.438,1.0000,290.209930,45.251904
2733,9139084,K00323.01,CONFIRMED,5.835994850,169.8744600,2.06200,5.5330e+02,1.92,884.0,144.50,11.20,5423.00,4.542,0.8280,284.061130,45.506851
2734,9641041,K00324.01,FALSE POSITIVE,1.089077863,171.2305010,2.46760,1.3360e+02,1.96,2359.0,7312.11,104.80,6280.00,4.098,1.5510,288.024540,46.305870
2735,9724984,K00325.01,FALSE POSITIVE,7.863358830,171.0029900,3.43030,4.6730e+02,7.84,1195.0,482.18,74.30,5731.00,4.005,1.9130,297.309690,46.449471
2736,2452450,K00380.01,FALSE POSITIVE,8.097058300,170.8104400,5.69900,6.8070e+02,4.83,1203.0,495.31,76.40,6573.00,4.200,1.4550,293.448790,37.722641
2737,3230578,K00381.01,FALSE POSITIVE,6.337614357,170.1894140,1.74200,1.8074e+03,9.57,1351.0,787.89,132.70,6581.00,4.138,1.5360,290.203640,38.374931
2738,3231137,K00382.01,FALSE POSITIVE,3.900140077,172.3719300,3.77000,5.4310e+02,23.78,1253.0,582.32,53.60,6407.00,4.480,0.9550,290.347350,38.377899
2739,3353050,K00384.01,CONFIRMED,5.080057900,174.4285300,5.20700,2.2280e+02,3.95,1673.0,1851.94,56.70,6049.00,3.769,2.5200,294.149660,38.458271
2740,3446746,K00385.01,CONFIRMED,13.144967410,174.8467000,3.63990,3.0080e+02,1.59,698.0,56.15,44.10,5411.00,4.477,0.8880,292.215090,38.548592
2741,5695396,K00283.01,CONFIRMED,16.091963690,170.5988320,2.89430,4.1580e+02,2.13,718.0,62.74,84.90,5680.00,4.414,1.0160,288.530820,40.942299
2742,5217891,K03036.01,FALSE POSITIVE,161.239891000,189.1791000,24.47200,1.0754e+03,3.48,294.0,1.77,23.00,5514.00,4.569,0.8260,298.970550,40.382729
2743,6593150,K03037.01,CANDIDATE,5.465417400,133.5889300,3.20900,2.1950e+02,1.23,927.0,174.08,14.20,5612.00,4.566,0.8290,287.602230,42.075741
2744,8051946,K03038.01,CONFIRMED,1.495151300,132.6602500,3.43000,5.2000e+01,1.44,1870.0,2880.38,14.20,5635.00,4.117,1.4520,298.663480,43.894070
2745,5445681,K03039.01,CONFIRMED,20.350470400,142.7588000,7.22500,1.0180e+02,1.01,695.0,55.07,16.60,5952.00,4.410,1.0020,290.949890,40.605221
2746,6523351,K03117.01,CANDIDATE,6.066649310,136.1436500,1.96200,6.5300e+01,0.87,915.0,165.66,10.90,5569.00,4.521,0.8920,292.121800,41.927029
2747,5551672,K03119.01,CANDIDATE,2.184437698,133.6749200,1.04220,1.5468e+03,0.94,529.0,18.41,19.70,3421.00,5.014,0.2500,296.587190,40.722988
2748,3323289,K06319.01,FALSE POSITIVE,33.693201537,158.8667240,7.44219,5.0877e+05,68.86,518.0,17.07,1618.40,5427.00,4.448,0.8990,285.336580,38.450520
2749,11499192,K03120.01,CONFIRMED,4.135929270,133.5376300,2.37700,1.5620e+02,1.43,1226.0,535.42,15.20,5886.00,4.345,1.1520,287.363280,49.456890
2750,12416661,K03122.01,CONFIRMED,8.053379120,134.9588000,5.38200,3.8300e+01,1.28,1320.0,717.70,14.90,6231.00,3.976,2.0620,295.538390,51.202961
2751,8197793,K03123.01,CANDIDATE,15.231119500,143.7359100,3.91000,2.6910e+02,1.94,800.0,96.84,13.10,5836.00,4.316,1.1860,301.048130,44.037689
2752,8258171,K00286.01,FALSE POSITIVE,23.627222300,173.6509600,7.90000,1.5460e+02,3.84,1358.0,804.44,65.80,8308.00,3.861,2.8790,299.221890,44.180519
2753,9880467,K00326.01,CANDIDATE,8.973499990,171.0307500,3.14080,9.3510e+02,36.00,2262.0,6178.90,44.10,4751.00,2.520,11.5360,286.656040,46.783543
2754,9880467,K00326.02,CANDIDATE,108.546946000,151.1275000,7.56700,7.1130e+02,29.67,985.0,222.70,15.30,4751.00,2.520,11.5360,286.656040,46.783543
2755,9881662,K00327.01,CONFIRMED,3.254277742,172.6625600,2.99030,1.5990e+02,1.38,1301.0,675.56,58.60,5945.00,4.402,1.0890,287.369480,46.768219
2756,9881662,K00327.02,CONFIRMED,91.351481600,189.6008200,8.70700,2.1000e+02,1.57,428.0,7.93,25.50,5945.00,4.402,1.0890,287.369480,46.768219
2757,9895004,K00328.01,FALSE POSITIVE,2.250826647,170.3218190,1.53600,5.3440e+02,30.03,1489.0,1161.80,104.30,5779.00,4.308,1.1190,293.576290,46.775471
2758,3656121,K00386.01,CONFIRMED,31.158824900,173.9035500,5.18030,9.5900e+02,3.56,639.0,39.46,73.60,5951.00,4.319,1.1550,294.110750,38.710232
2759,10620329,K00066.01,FALSE POSITIVE,0.436282594,170.7020410,1.39880,5.3640e+02,83.25,5187.0,170399.16,218.30,8491.00,3.853,2.6220,298.709230,47.840019
2760,3656121,K00386.02,CONFIRMED,76.732455600,200.6722000,6.24300,6.8570e+02,3.08,473.0,11.86,34.30,5951.00,4.319,1.1550,294.110750,38.710232
2761,3733628,K00387.01,CONFIRMED,13.899632330,182.8644540,3.57910,1.1217e+03,2.46,521.0,17.37,98.20,4538.00,4.607,0.6630,287.218720,38.862522
2762,3831053,K00388.01,CANDIDATE,6.149559310,169.5518200,5.56940,3.3370e+02,3.26,1287.0,649.26,87.30,5687.00,3.973,1.7750,284.706910,38.936821
2763,6357290,K03040.01,CANDIDATE,4.809987800,133.0067100,1.97000,2.8820e+02,1.59,1077.0,317.80,13.60,5988.00,4.507,0.9340,289.568020,41.771561
2764,4072955,K03041.01,CANDIDATE,5.082880760,134.0055700,2.51500,1.0800e+02,1.15,1183.0,462.96,12.50,6217.00,4.375,1.0830,295.462590,39.168480
2765,8695311,K03042.01,CANDIDATE,31.025948900,158.5632000,5.69200,3.8540e+02,1.91,595.0,29.67,12.70,6075.00,4.486,0.9690,294.166440,44.886311
2766,9834731,K03043.01,CANDIDATE,3.089428070,134.1999000,3.21400,8.5300e+01,1.07,1361.0,808.76,13.20,6137.00,4.418,1.1030,293.430790,46.692089
2767,5092266,K03045.01,CANDIDATE,44.870204200,141.1144600,4.19900,6.3610e+02,2.56,536.0,19.50,16.40,6122.00,4.471,0.9960,289.678560,40.249641
2768,8751796,K03125.01,CONFIRMED,4.453424180,133.0906600,3.65400,4.6600e+01,0.90,1331.0,740.51,16.30,6256.00,4.269,1.2690,291.173280,44.921131
2769,7097534,K03126.01,FALSE POSITIVE,2.213966850,132.5640700,4.37400,8.1600e+01,0.84,1418.0,952.61,19.10,5986.00,4.461,0.9300,284.299590,42.604321
2770,9907129,K03127.01,CONFIRMED,9.705693000,140.3709000,7.70200,1.4080e+02,2.07,1001.0,237.46,14.20,5808.00,4.178,1.3850,297.711580,46.768021
2771,7609674,K03128.01,CANDIDATE,21.236002400,149.8808300,4.01900,1.0440e+02,2.62,1048.0,285.21,15.70,6035.00,3.745,2.5590,292.479770,43.227024
2772,9527334,K00049.01,CONFIRMED,8.313773040,175.9913700,2.96400,8.3740e+02,2.74,886.0,145.51,19.60,5900.00,4.509,0.9510,292.249020,46.164822
2773,10031885,K00329.01,FALSE POSITIVE,8.589695970,174.9625000,8.47100,2.4510e+02,20.80,882.0,143.02,45.90,6024.00,4.523,0.9000,298.818210,46.940350
2774,11361646,K00330.01,CONFIRMED,7.974205830,174.5271800,5.35030,2.9310e+02,1.85,974.0,212.75,55.10,5973.00,4.386,1.0810,296.859220,49.162048
2775,11361646,K00330.02,CONFIRMED,1.888990360,132.0951700,3.48600,5.9000e+01,0.83,1574.0,1449.92,18.20,5973.00,4.386,1.0810,296.859220,49.162048
2776,10285631,K00331.01,CONFIRMED,18.684057160,170.8324500,6.93290,3.8150e+02,3.64,832.0,113.34,54.20,5548.00,4.038,1.6140,296.183440,47.358761
2777,3964109,K00393.01,CONFIRMED,21.416240830,176.2499100,7.08100,3.1450e+02,2.09,748.0,74.20,42.70,6156.00,4.331,1.1800,294.029110,39.051849
2778,4159347,K00394.01,FALSE POSITIVE,12.283512750,174.3665200,3.63400,5.9780e+02,74.76,1342.0,765.56,23.40,6171.00,3.668,2.7590,292.031070,39.245480
2779,3544595,K00069.01,CONFIRMED,4.726740370,134.9263960,2.92670,2.7310e+02,1.56,1028.0,264.08,287.80,5648.00,4.472,0.8940,291.418300,38.672359
2780,4165960,K00395.01,FALSE POSITIVE,6.774495450,171.0118000,2.54160,4.8190e+02,29.41,1219.0,521.03,41.90,6517.00,4.265,1.3420,293.570860,39.252640
2781,4252322,K00396.01,CANDIDATE,14.591504451,180.8515460,1.12950,1.4905e+03,36.85,879.0,140.82,68.00,5940.00,4.199,1.3120,288.757810,39.350571
2782,4376644,K00397.01,FALSE POSITIVE,27.677680103,173.7965790,2.17040,1.1545e+04,14.41,618.0,34.55,431.60,6075.00,4.486,0.9690,294.512300,39.462139
2783,9301506,K03047.01,FALSE POSITIVE,0.605223042,131.7559300,0.89860,2.3230e+02,1.14,1728.0,2099.47,20.70,5089.00,4.559,0.7570,298.787990,45.774220
2784,5695396,K00283.02,CONFIRMED,25.517274400,154.4165000,4.73500,6.6800e+01,0.83,615.0,33.91,13.50,5680.00,4.414,1.0160,288.530820,40.942299
2785,9714550,K03048.01,CANDIDATE,4.732920610,131.5790000,1.74600,1.5160e+02,0.97,957.0,198.57,15.50,5595.00,4.581,0.7960,293.619260,46.413342
2786,6263593,K03049.01,CONFIRMED,22.476595200,136.8233600,3.43700,4.8140e+02,1.21,419.0,7.27,13.30,4563.00,4.704,0.5670,282.997500,41.678551
2787,5475042,K03050.01,CANDIDATE,1.242639742,131.8812500,1.76300,1.5930e+02,1.02,1487.0,1159.26,16.10,5520.00,4.572,0.8180,298.446470,40.624882
2788,6964159,K03129.01,FALSE POSITIVE,25.503628000,139.3578000,3.91300,2.0440e+02,1.61,586.0,27.85,13.30,5815.00,4.540,0.8770,296.044010,42.454708
2789,10252275,K03130.01,CANDIDATE,14.863849600,142.9572900,2.70500,2.2060e+02,2.90,620.0,35.04,12.30,5159.00,4.508,0.8000,280.708530,47.328060
2790,10252275,K03130.02,CANDIDATE,5.652457330,136.9789100,2.06200,1.2100e+02,1.05,856.0,127.10,11.70,5159.00,4.508,0.8000,280.708530,47.328060
2791,11455181,K03131.01,CONFIRMED,10.929481500,141.5034000,5.89300,1.9690e+02,1.21,770.0,83.14,14.30,5792.00,4.547,0.8640,291.864930,49.325920
2792,9541295,K03132.01,FALSE POSITIVE,0.536650319,131.7110600,2.38300,4.1900e+01,1.35,3195.0,24688.55,31.00,6020.00,3.922,2.0000,297.329710,46.136089
2793,10290666,K00332.01,CONFIRMED,5.458499140,172.0885700,4.04480,2.5590e+02,1.91,1099.0,344.32,72.00,5914.00,4.396,1.1350,297.650940,47.396290
2794,10337258,K00333.01,CONFIRMED,13.285364520,169.8605200,6.28300,3.7760e+02,4.03,1157.0,423.65,26.80,6534.00,3.973,1.9000,290.957920,47.406281
2795,10470206,K00335.01,FALSE POSITIVE,46.566754370,196.3117300,7.83100,8.0110e+02,5.25,708.0,59.34,111.30,6629.00,4.132,1.6190,291.818570,47.675282
2796,10518725,K00336.01,FALSE POSITIVE,19.514841200,132.6075700,3.09600,1.0270e+02,2.80,1200.0,489.75,13.10,7004.00,3.854,2.5560,283.910890,47.787048
2797,12314973,K00279.02,CONFIRMED,15.413081200,136.9432400,6.63580,2.6430e+02,2.59,944.0,187.39,55.20,6206.00,4.159,1.5730,295.486510,51.013500
2798,5450893,K02970.01,CANDIDATE,4.820510880,135.7854100,3.58800,4.0900e+01,1.08,1328.0,735.25,14.80,6046.00,4.158,1.3960,292.577790,40.667858
2799,4770174,K02971.01,CANDIDATE,6.095956810,134.5921400,5.50200,6.5700e+01,1.26,1259.0,593.42,18.10,6313.00,4.228,1.4670,297.393710,39.829041
2800,8949925,K02972.01,CANDIDATE,13.251121400,141.1780000,4.99600,2.6650e+02,1.98,850.0,123.32,15.20,5850.00,4.297,1.2170,290.734470,45.297791
2801,9959492,K03051.01,CANDIDATE,11.682369000,134.8311000,2.71000,2.3450e+02,1.45,802.0,97.62,11.20,6089.00,4.527,0.8890,295.199680,46.832321
2802,8827575,K03052.01,CANDIDATE,10.129562010,135.9980400,3.04400,8.1300e+01,0.78,736.0,69.43,12.20,5383.00,4.528,0.8420,295.090270,45.081181
2803,8827575,K03052.02,CANDIDATE,15.611223800,144.8735000,3.87300,1.1350e+02,0.91,637.0,38.99,15.70,5383.00,4.528,0.8420,295.090270,45.081181
2804,2716801,K03053.01,CONFIRMED,42.521700600,136.1274000,5.72300,6.8560e+02,2.45,510.0,15.97,14.70,5911.00,4.519,0.9140,292.254640,37.971420
2805,7281454,K03055.01,FALSE POSITIVE,0.566805887,131.8203886,5.23170,1.7000e+00,0.08,1554.0,1368.32,0.80,5000.00,4.708,0.5490,291.601750,42.863880
2806,7216284,K03056.01,CONFIRMED,6.699588510,134.1468000,2.83100,2.5370e+02,1.24,806.0,99.83,13.60,5296.00,4.586,0.7990,296.203830,42.777828
2807,8703887,K00287.01,FALSE POSITIVE,14.170972781,175.6077500,3.73160,1.3496e+04,20.88,1288.0,650.07,308.10,8347.00,4.231,1.7150,296.935000,44.850269
2808,9899352,K03135.01,FALSE POSITIVE,1.332562831,132.0508800,6.24000,2.9790e+02,24.29,1532.0,1301.29,37.30,5718.00,4.549,0.8630,295.210360,46.749321
2809,6945786,K03136.01,CANDIDATE,2.391619660,133.0795600,1.90600,1.8920e+02,0.93,1031.0,266.01,13.60,4935.00,4.589,0.6850,290.889310,42.459660
2810,5978170,K03140.01,CANDIDATE,5.688790830,131.6672000,2.55000,2.4150e+02,0.99,645.0,40.88,13.80,4234.00,4.630,0.6390,296.617250,41.281189
2811,5440317,K03141.01,CONFIRMED,2.319415710,131.9392500,1.59100,9.6400e+01,1.24,1490.0,1164.84,11.70,5624.00,4.256,1.2480,289.289790,40.681671
2812,10545066,K00337.01,CONFIRMED,19.783025900,177.7201300,5.48980,3.7320e+02,2.10,708.0,59.39,41.80,5747.00,4.335,1.0990,295.684810,47.748081
2813,6056992,K00051.01,FALSE POSITIVE,10.431146765,133.9363370,3.88530,2.9376e+04,50.44,833.0,114.02,400.20,5780.00,4.438,1.0000,295.918850,41.332432
2814,10552611,K00338.01,CONFIRMED,7.010632400,174.5754200,3.06880,3.2730e+02,1.50,738.0,70.32,48.70,4908.00,4.567,0.7820,297.970890,47.731682
2815,10552611,K00338.02,CONFIRMED,3.107626840,132.6335900,2.36100,7.7200e+01,0.73,968.0,207.72,15.60,4908.00,4.567,0.7820,297.970890,47.731682
2816,10587105,K00339.01,CONFIRMED,1.980356674,170.1396010,2.47430,2.7190e+02,2.10,1662.0,1808.41,71.90,6078.00,4.290,1.1890,285.888370,47.880379
2817,10587105,K00339.02,CONFIRMED,12.834477100,138.3262600,3.84600,2.8100e+02,2.55,891.0,149.42,35.00,6078.00,4.290,1.1890,285.888370,47.880379
2818,6948480,K02975.01,FALSE POSITIVE,175.329014000,230.9292000,6.26900,1.0591e+03,27.03,327.0,2.69,16.70,6008.00,4.499,0.9300,291.787540,42.469528
2819,6438099,K02976.01,CANDIDATE,21.613133620,137.0268900,1.52000,8.1810e+02,1.94,503.0,15.14,13.80,5267.00,4.681,0.6320,290.220670,41.868721
2820,11090556,K02977.01,CONFIRMED,2.788179300,131.8455800,3.39700,5.5800e+01,1.02,1510.0,1228.07,17.70,5758.00,4.168,1.3850,294.866180,48.638981
2821,11090556,K02977.02,CONFIRMED,4.138276840,133.2285000,3.44900,6.3800e+01,1.13,1324.0,725.53,16.80,5758.00,4.168,1.3850,294.866180,48.638981
2822,10686814,K02978.01,FALSE POSITIVE,2.618462580,134.0294500,3.50500,2.7530e+02,1.03,843.0,119.68,18.70,4266.00,4.626,0.6430,299.034480,47.904850
2823,3234843,K03057.01,CONFIRMED,29.727220000,134.6581000,3.45000,1.0102e+03,3.02,557.0,22.70,19.40,5815.00,4.540,0.8770,291.409450,38.340019
2824,6021275,K00284.01,CONFIRMED,18.010199560,179.4213700,3.51600,1.7770e+02,1.93,758.0,77.99,43.40,5931.00,4.322,1.1010,283.235810,41.343040
2825,3234843,K03057.02,CONFIRMED,10.613687120,140.8531600,3.49800,5.5980e+02,2.06,785.0,89.65,18.90,5815.00,4.540,0.8770,291.409450,38.340019
2826,8192911,K03058.01,FALSE POSITIVE,7.538874420,135.3319000,3.14700,3.4210e+02,1.33,751.0,75.14,13.60,5318.00,4.601,0.6670,299.728450,44.031811
2827,10554967,K03059.01,FALSE POSITIVE,0.536335190,131.7144700,1.05470,4.4410e+02,1.81,1974.0,3603.58,29.90,5508.00,4.569,0.8400,298.653170,47.713711
2828,3752110,K03142.01,CANDIDATE,27.943024500,136.8697000,6.12500,3.0860e+02,2.21,718.0,62.74,12.30,6468.00,4.363,1.2500,292.807220,38.884232
2829,5688790,K03144.01,CONFIRMED,8.073940970,540.0416100,2.45500,1.0560e+03,1.59,420.0,7.33,16.00,3675.00,4.869,0.3980,285.739810,40.980049
2830,1717722,K03145.01,CANDIDATE,4.537021210,132.1846000,1.81300,5.0440e+02,1.66,798.0,95.61,15.70,4805.00,4.633,0.6880,290.617980,37.289089
2831,1717722,K03145.02,CANDIDATE,0.977311489,131.7029900,1.40300,2.5070e+02,1.06,1331.0,737.36,14.80,4805.00,4.633,0.6880,290.617980,37.289089
2832,10908248,K03146.01,CONFIRMED,39.859505000,154.7616000,7.98700,1.5550e+02,1.62,597.0,29.97,13.90,5675.00,4.209,1.2920,285.346950,48.312248
2833,10616571,K00340.01,FALSE POSITIVE,23.673124200,160.6287560,14.39480,2.3113e+04,17.74,676.0,49.42,842.30,5769.00,4.338,1.1770,297.664670,47.801392
2834,10878263,K00341.01,CONFIRMED,7.170710381,176.6668440,2.92250,8.6330e+02,2.73,890.0,148.09,89.30,5497.00,4.437,0.9410,297.961550,48.244362
2835,10878263,K00341.02,CONFIRMED,4.699652821,177.6151900,2.55300,3.5140e+02,1.74,1024.0,260.54,41.60,5497.00,4.437,0.9410,297.961550,48.244362
2836,10982872,K00343.01,CONFIRMED,4.761705895,170.3357590,3.30610,4.9710e+02,2.75,1201.0,491.37,138.50,5794.00,4.263,1.2250,295.118900,48.481281
2837,10982872,K00343.02,CONFIRMED,2.024143568,170.4962040,2.52730,2.3940e+02,1.94,1597.0,1535.09,88.40,5794.00,4.263,1.2250,295.118900,48.481281
2838,2720514,K02979.01,FALSE POSITIVE,1.371288853,131.9379600,1.45280,6.6200e+01,1.15,1837.0,2695.60,16.90,6220.00,4.378,1.1080,293.070800,37.986870
2839,4141376,K00280.01,CONFIRMED,11.872908140,180.8959330,2.53420,3.3270e+02,2.25,863.0,131.55,84.70,6147.00,4.412,1.0400,286.689450,39.211910
2840,9468551,K02980.01,CONFIRMED,1.638652525,132.2902500,1.95200,1.6690e+02,1.29,1610.0,1585.07,16.40,6119.00,4.472,0.9810,293.311680,46.041710
2841,9076971,K02981.01,CONFIRMED,9.066876130,134.7518500,3.38100,3.6720e+02,1.90,725.0,65.52,14.60,5142.00,4.515,0.7890,286.271670,45.440811
2842,8360640,K02982.01,CANDIDATE,4.022310900,135.1729800,0.85300,2.2780e+02,1.37,1017.0,253.28,11.00,5516.00,4.544,0.8270,290.043880,44.370602
2843,11019987,K03060.01,CONFIRMED,6.913173200,138.4219000,4.73000,3.9100e+01,0.91,1209.0,505.00,12.50,6296.00,4.210,1.4440,286.580600,48.544189
2844,4857058,K03061.01,CANDIDATE,7.328519470,132.1285700,1.21100,2.7780e+02,2.33,807.0,100.13,14.00,5135.00,4.464,0.8740,297.042080,39.912231
2845,10924562,K03063.01,CONFIRMED,18.605204600,149.0376000,6.82900,2.4250e+02,1.94,833.0,113.88,13.10,6572.00,4.365,1.2380,293.890200,48.336121
2846,9899505,K03064.01,FALSE POSITIVE,1.332562787,132.0513800,6.28000,1.1119e+03,29.10,1703.0,1983.27,125.20,6091.00,4.487,0.9670,295.262270,46.781380
2847,5040077,K03065.01,CANDIDATE,0.896382269,132.2965100,1.11300,1.3640e+02,1.00,1810.0,2524.81,11.70,5837.00,4.502,0.8430,298.539670,40.183659
2848,7534267,K03147.01,CONFIRMED,39.442078100,169.1411000,7.02900,1.7240e+02,2.51,682.0,51.14,15.20,5430.00,3.923,1.9020,293.719120,43.124592
2849,9592705,K00288.01,CANDIDATE,10.275325130,177.2722700,6.30930,2.0970e+02,3.04,1211.0,508.21,99.50,6150.00,3.960,2.0860,293.716460,46.226654
2850,10611420,K03148.01,FALSE POSITIVE,11.505286030,135.1016000,2.09800,2.6020e+02,1.83,912.0,163.79,11.40,6355.00,4.410,1.1080,296.117340,47.879829
2851,10386922,K00289.01,CANDIDATE,26.629419530,191.9962700,7.87090,4.9280e+02,3.13,742.0,71.75,106.90,5866.00,4.117,1.4170,282.945650,47.574905
2852,10386922,K00289.02,CONFIRMED,296.637581700,403.6720420,16.42500,2.7631e+03,7.56,332.0,2.88,250.00,5866.00,4.117,1.4170,282.945650,47.574905
2853,10982872,K00343.03,CONFIRMED,41.808503100,148.7081400,7.79700,1.9040e+02,1.67,582.0,27.15,27.30,5794.00,4.263,1.2250,295.118900,48.481281
2854,3558981,K00052.01,FALSE POSITIVE,2.987862720,168.0112330,2.58140,4.2789e+04,17.82,1064.0,303.15,98.00,5231.00,4.544,0.8210,294.977450,38.678352
2855,11015108,K00344.01,CONFIRMED,39.309440960,171.3348610,5.77000,1.1321e+03,2.87,488.0,13.46,122.90,5607.00,4.536,0.8630,283.340270,48.549042
2856,11074541,K00345.01,CONFIRMED,29.884877230,173.1944040,4.56120,1.2757e+03,2.81,453.0,9.95,128.30,4883.00,4.549,0.7490,286.524810,48.683601
2857,11100383,K00346.01,CONFIRMED,12.924898030,170.7867900,2.68110,9.5900e+02,2.62,620.0,34.95,49.50,5103.00,4.584,0.7680,298.660920,48.606369
2858,7918652,K02984.01,CANDIDATE,11.455418960,136.3252400,4.95000,6.8600e+01,1.12,975.0,213.86,15.80,6231.00,4.276,1.3560,299.707000,43.622601
2859,8847111,K02985.01,FALSE POSITIVE,0.575884418,132.0077800,2.07340,2.7220e+02,31.17,2397.0,7790.32,43.20,6290.00,4.442,1.0440,300.719270,45.096050
2860,4568298,K02986.01,FALSE POSITIVE,0.562555067,131.7495800,1.74020,1.9830e+02,1.21,2046.0,4128.40,21.70,5793.00,4.561,0.8320,293.536290,39.690090
2861,9230021,K03429.04,CANDIDATE,44.433726000,162.9825000,6.11800,2.3960e+02,1.85,538.0,19.73,8.00,5596.00,4.298,1.1450,296.196140,45.634331
2862,4374339,K02987.01,FALSE POSITIVE,0.993703494,132.1420000,0.76450,6.7400e+01,2.32,3257.0,26588.40,14.50,6854.00,3.808,2.7150,293.983460,39.430420
2863,6636320,K02989.01,CANDIDATE,6.331252280,137.1414900,2.68800,3.0660e+02,1.31,822.0,108.04,16.20,5383.00,4.603,0.7590,299.080990,42.018139
2864,4067925,K03066.01,CANDIDATE,24.220419200,146.4245900,3.27100,8.0630e+02,2.10,505.0,15.43,14.00,5165.00,4.599,0.7610,294.290040,39.126869
2865,4847782,K03067.01,FALSE POSITIVE,30.959705300,139.4390300,5.42000,4.1070e+02,16.63,438.0,8.67,13.70,4947.00,4.621,0.7140,295.064420,39.960659
2866,6021275,K00284.02,CONFIRMED,6.414912770,169.6404400,3.36290,1.2100e+02,1.40,1069.0,309.12,51.10,5931.00,4.322,1.1010,283.235810,41.343040
2867,10350571,K01175.03,FALSE POSITIVE,93.881556000,131.5771000,20.64400,1.8870e+02,2.02,479.0,12.42,23.70,5676.00,4.100,1.4870,295.920650,47.448608
2868,3230805,K03068.01,CANDIDATE,3.916795530,133.6027400,2.07200,1.6130e+02,0.85,851.0,123.73,13.20,4889.00,4.637,0.6860,290.260280,38.354988
2869,4676964,K03069.01,CANDIDATE,43.102443400,140.1394000,7.12400,2.9980e+02,1.88,539.0,19.96,14.30,5741.00,4.365,1.0970,297.039220,39.785259
2870,10488450,K00290.01,FALSE POSITIVE,2.683395376,171.4260500,1.85920,2.3470e+02,2.55,1860.0,2833.83,52.90,6958.00,4.195,1.5290,298.044190,47.627918
2871,10933561,K00291.01,CONFIRMED,31.517794630,185.1533000,7.63400,3.5760e+02,2.72,663.0,45.68,63.20,5611.00,4.144,1.4000,297.277980,48.320332
2872,10933561,K00291.02,CONFIRMED,8.129998580,134.1006700,2.14920,1.4800e+02,2.04,1041.0,277.89,26.10,5611.00,4.144,1.4000,297.277980,48.320332
2873,8845026,K00044.01,FALSE POSITIVE,66.467462170,160.4765100,19.66380,1.2644e+04,11.97,466.0,11.18,1049.30,5843.00,4.403,1.0730,300.151860,45.089611
2874,11075737,K00292.01,CONFIRMED,2.586639524,171.8425720,2.25300,2.1770e+02,1.44,1328.0,735.48,77.30,5780.00,4.421,0.9660,287.326630,48.673431
2875,11189127,K00347.01,CANDIDATE,2.671942657,169.8539080,1.91190,1.5942e+04,22.36,1458.0,1069.47,97.50,6116.00,4.335,1.0550,291.157380,48.861145
2876,11194032,K00348.01,CONFIRMED,28.511176390,187.3639550,4.59410,1.8446e+03,3.27,423.0,7.55,145.50,4687.00,4.627,0.6900,293.685730,48.825142
2877,11394027,K00349.01,CANDIDATE,14.386825670,170.4550490,2.14170,5.6960e+02,2.54,776.0,85.46,61.70,5725.00,4.353,1.0720,286.852660,49.261681
2878,7609553,K02924.02,CANDIDATE,8.856867120,134.1363300,0.60600,3.1920e+02,1.88,714.0,61.54,11.90,5017.00,4.516,0.7970,292.440400,43.209431
2879,11395587,K00350.01,CANDIDATE,12.990650740,177.2386500,2.37480,3.9230e+02,2.02,790.0,92.12,42.50,5787.00,4.402,1.0270,287.861420,49.264462
2880,11442793,K00351.01,CONFIRMED,331.597273200,140.4989290,14.40400,8.3221e+03,10.89,294.0,1.76,355.00,5970.00,4.317,1.2000,284.433500,49.305161
2881,5520547,K02990.01,CONFIRMED,11.200588550,137.5100300,4.56200,2.1990e+02,1.70,808.0,100.91,19.20,6038.00,4.524,0.8980,287.466060,40.758450
2882,4848424,K02991.01,FALSE POSITIVE,1.501799310,131.5561100,3.27500,1.0010e+02,0.72,1229.0,540.71,19.10,5024.00,4.613,0.7360,295.217530,39.933128
2883,8866102,K00042.01,CONFIRMED,17.833678340,181.2339430,4.51120,3.2690e+02,2.43,866.0,132.94,154.50,6407.00,4.268,1.3370,283.150700,45.139832
